index,name,time,benchmark_grp,benchmark_id,benchtime_ms,cores,dataprocessed,host_IPC,host_IPS,host_cache_misses,host_cache_ref,host_cpupercent,host_cs,host_disk_io,host_kvm_exit,host_llc_bw,host_mem_bw,host_memory,host_net_io,host_sched_iowait,host_sched_switch,host_sched_wait,intensity,interference,interval,kernel,latency,performance,latency90,process_dur_ms,throughput,total_dur_ms,weighted_latency,index_prev
1796,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.616,2933327042,1094366,139393762.5,99.625,1424,75,595279.5,0,12796814.85,1467.945,111.785,36227795,1424,39603962.5,0.001,;1;14;8,2,base,0.22491,0.966119781,228.705,19.412,18,25.639,112.455,1795
1797,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.646,3067464643,419294,139650272,75.344,937,82,604074.5,0,4510719.649,1474.012,2.061,22384051,932,7869522,0.001,;1;14;9,2,base,0.000001,217290,0.001,18.356,2,24.153,0.001,
1798,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.619,3244612834,1063169.75,153023364,99.625,1361,39.001,658132.25,0,13162102.4,1461.379,112.014,46162164.25,1361,49482482.25,0.001,;1;14;9,2,base,0.229163,0.948189716,238.141,21.046,18,28.037,114.582,1797
1799,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.654,3307912572,394585,148902982.5,75.375,922,115,637602,0,3636506.591,1454.922,1.773,37524241.5,921,12974308,0.001,;1;14;10,2,base,0.000001,217290,0.001,18.981,2,25.166,0.001,
1800,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.62,3452196725,994414.5,162683721.5,99.625,1215,34.999,702696,0,11638670.94,1448.195,111.183,14953319.5,1215,48713338,0.001,;1;14;10,2,base,0.230569,0.942407696,236.224,19.913,18,25.976,115.285,1799
1801,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.652,3059766421,380409,137751384,75.533,1021,97,588491,0,4427590.453,1435.66,1.789,85597570.5,1021,7440493,0.001,;1;14;11,2,base,0.000001,217290,0.001,19.555,2,24.547,0.001,
1802,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.616,3280635712,1058938,154239756,99.624,1321,48,660101,0,13161611.25,1423.141,99.275,65363471,1321,51855793,0.001,;1;14;11,2,base,0.225961,0.961626121,228.438,20.244,18,26.548,112.981,1801
1803,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.644,3221804924,424886,147013439,75.422,855,73.5,632627,0,3539355.872,1409.852,1.987,30750016,850,10981503,0.001,;1;14;12,2,base,0.000001,217290,0.001,21.625,2,27.213,0.001,
1804,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.61,3311631048,1025466.5,159125235.5,99.625,1274,71,675693,0,12915352.85,1401.012,111.002,46000360,1274,40441867,0.001,;1;14;12,2,base,0.228482,0.951015835,237.101,20.634,18,27.042,114.241,1803
1805,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.646,3073842753,499125,139407919.5,75.375,924,138,598342.5,0,6134843.262,1395.875,1.84,70218587,924,14229590,0.001,;1;14;13,2,base,0.000001,217290,0.001,23.094,2,28.735,0.001,
1806,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.635,3197226929,536684.5,146074728,76.942,1153,208.996,630122,0,5752059.098,1394.328,13.851,40384766,1153,18609518.5,0.001,;1;14;13,2,base,0.226519,0.959257281,229.861,23.378,18,31.645,113.26,1805
1807,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.633,3058550237,473705,139909879,75.188,856,97,602614,0,6987373.767,1386.422,2.201,75184115.5,856,13015091.5,0.001,;1;14;14,2,base,0.000001,217290,0.001,22.011,2,28.722,0.001,
1808,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.615,3154004887,1032694.5,151798543.5,99.562,1281,80,643503.5,0,14106203.38,1385.74,105.234,40714729.5,1281,40841283,0.001,;1;14;14,2,base,0.228832,0.94956125,233.96,23.796,18,30.95,114.416,1807
1809,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.634,3117154777,462299,144274574.5,75.531,986,103.001,613052,0,5339754.465,1382.754,1.831,18939514,986,10848981.5,0.001,;1;14;15,2,base,0.000001,217290,0.001,20.602,2,25.4,0.001,
1810,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.608,3100968750,1142922,148421895.5,99.625,1206,56.018,641698,0,13317329.62,1382.02,99.116,59942849.5,1206,50174981,0.001,;1;14;15,2,base,0.225463,0.96375015,228.412,21.883,18,29.357,112.731,1809
1811,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.636,3202170946,437586,148357404,75.157,883,92.001,632363.5,0,4433027.874,1386.039,2.172,26367915,879,10886083.5,0.001,;1;14;16,2,base,0.000001,217290,0.001,20.297,2,28.593,0.001,
1812,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.614,3309837807,1126420,157599886,99.501,1287,94,675777.5,0,12457049.27,1381.701,105.359,17699958,1287,35298727.5,0.001,;1;14;16,2,base,0.23137,0.939145092,233.699,23.423,18,30.57,115.685,1811
1813,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.639,3047756904,392491,140344300,75.313,1085,93.009,600984.5,0,5646362.287,1390.727,1.874,29700381,1083,10766420,0.001,;1;14;17,2,base,0.000001,217290,0.001,18.466,2,23.632,0.001,
1814,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.61,3243009499,1109084,156089549.8,99.687,1386,103.499,660923.75,0,12620216.19,1386.148,105.552,45978594.5,1386,43254761.5,0.001,;1;14;17,2,base,0.232914,0.932919447,237.424,21.169,18,28.283,116.457,1813
1815,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.639,3137836895,405983,143204767,75.313,789,88.002,622297,0,4046799.055,1382.48,1.671,13110752,789,10160756.5,0.001,;1;14;18,2,base,0.000001,217290,0.001,23.447,2,28.894,0.001,
1816,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.608,3267280267,966300.5,157248604,99.625,1444,95.999,670297.5,0,13168899.33,1384.234,111.555,90190873.5,1444,44828440,0.001,;1;14;18,2,base,0.234505,0.926590051,240.497,19.228,18,24.206,117.252,1815
1817,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.642,3092616424,504600.5,142379680,75.879,870,182.001,615771,0,5109566.561,1392.555,2.157,21470677.5,868,10409568.5,0.001,;1;15;1,2,base,0.000001,217290,0.001,24.417,2,30.359,0.001,
