TIMESTAMP,RESPONSE_TIME,EXECUTION_TIME,SERVER_IP,STATE
1482821941339,284.402,156.17,129.59.234.136,0
1482821941626,281.358,155.923,129.59.234.136,0
1482821941913,280.399,155.796,129.59.234.136,0
1482821942194,274.13,155.627,129.59.234.136,0
1482821942480,277.508,156.692,129.59.234.136,0
1482821942754,267.069,154.851,129.59.234.136,0
1482821943049,285.669,154.304,129.59.234.136,0
1482821943334,278.019,154.384,129.59.234.136,0
1482821943605,264.464,155.066,129.59.234.136,0
1482821943890,278.075,156.7,129.59.234.136,0
1482821944170,273.594,155.406,129.59.234.136,0
1482821944452,275.313,156.97,129.59.234.136,0
1482821944730,268.464,155.969,129.59.234.136,0
1482821945013,276.389,155.223,129.59.234.136,0
1482821945291,270.873,156.459,129.59.234.136,0
1482821945576,278.204,157.099,129.59.234.136,0
1482821945873,291.28,155.931,129.59.234.136,0
1482821946160,281.086,155.246,129.59.234.136,0
1482821946464,296.338,157.075,129.59.234.136,0
1482821946747,277.322,156.396,129.59.234.136,0
1482821947027,269.977,156.682,129.59.234.136,0
1482821947309,276.182,156.071,129.59.234.136,0
1482821947600,284.353,156.874,129.59.234.136,0
1482821947898,290.59,155.372,129.59.234.136,0
1482821948181,273.997,155.732,129.59.234.136,1
1482821948463,275.608,155.613,129.59.234.136,1
1482821948750,280.624,155.104,129.59.234.136,1
1482821949033,275.96,156.143,129.59.234.136,1
1482821949314,272.273,154.93,129.59.234.136,2
1482821949603,281.537,155.122,129.59.234.136,2
1482821949887,277.383,155.165,129.59.234.136,2
1482821950169,274.754,155.45,129.59.234.136,2
1482821950454,278.315,156.3,129.59.234.136,2
1482821950756,294.67,156.941,129.59.234.136,2
1482821951044,281.431,158.852,129.59.234.136,2
1482821951338,286.694,155.769,129.59.234.136,2
1482821951623,275.78,156.026,129.59.234.136,2
1482821951905,275.653,156.858,129.59.234.136,2
1482821952186,274.201,157.347,129.59.234.136,2
1482821952520,326.914,157.021,129.59.234.136,2
1482821952858,331.317,156.952,129.59.234.136,2
